rome_code,description
N1105,"Exécute manuellement des opérations de manutention de marchandises, de produits, d''objets ou de matières (chargement/déchargement de véhicules, tri, nettoyage,...) , selon les règles de sécurité.
Peut effectuer des opérations simples (inventaire physique, emballage,...) au moyen de matériel ou d''engins de manutention (table-élévatrice, diable, rolls, palan, sangles,...) n''exigeant pas d''autorisation de conduite (transpalette,...)."
N1201,"Organise l''acheminement de marchandises par des moyens de transports appropriés (routier, aérien, maritime, ferroviaire, fluvial).
Réalise l''achat et la vente de prestations de transport national et/ou international pour le compte de clients, selon la réglementation du transport et les objectifs commerciaux (qualité, coût, délai).
Peut coordonner l''activité d''une équipe au sein d''un service affrètement d''une structure."
N1202,"Réalise des opérations administratives douanières (déclarations, dédouanement, ...) ou commerciales d''acheminement (conditions d''enlèvement, de livraison, ...) ou de circulation internationale de marchandises (transit import/export, consignation maritime,...) pour le compte de clients, selon la réglementation et dans un objectif de qualité (coût, délais, sécurité, ...).
Peut intervenir dans un domaine spécifique (import, export, douane, type de transport,...).
Peut coordonner l''activité d''une équipe."
N1301,"Définit et met en place des schémas d''organisation de tout ou partie d''une chaîne logistique de flux physiques de marchandises, de l''achat de matières premières jusqu''à la distribution des produits finis.
Conçoit des outils de pilotage et de gestion (procédures de suivi des commandes, circuits et système d''information, ...) permettant de tracer l''acheminement des produits entre les différents acteurs de la chaîne logistique (producteurs, fournisseurs, transporteurs, distributeurs, ...) dans un objectif de rationalisation et d''optimisation (qualité, rentabilité, délais, sécurité).
Peut être spécialisé dans une phase : approvisionnements (logistique amont), distribution (logistique aval), ... ou organiser des opérations dans un domaine (humanitaire, défense nationale, ...).
Peut diriger une équipe ou un service logistique."
N1302,"Supervise et coordonne l''activité d''un ou plusieurs sites logistiques (plate-forme logistique, dépôt d''unité de production,...) sur les plans : technique (réception, magasinage, stockage, préparation de commandes, expédition, ...), commercial (relation clients, fournisseurs, transporteurs), social (management du personnel) et financier, selon les normes et la réglementation d''hygiène et sécurité et les objectifs qualité (service, coût, délai).
Dirige une ou plusieurs équipes (techniciens logistique, chefs d''équipe, opérateurs logistique)."
N1303,"Planifie, organise et contrôle tout ou partie des opérations logistiques (réception, stockage, préparation de commandes, approvisionnement, expédition de marchandises, produits, ...) d''un site (plate-forme logistique, unité de production, ...) ou d''un service, selon les impératifs (délais, qualité, coûts, ...), la réglementation et les règles d''hygiène et de sécurité.
Peut participer à la réalisation d''opérations logistiques et intervenir sur un domaine spécialisé (gestion des stocks, approvisionnement,...).
Peut coordonner l''activité d''une équipe."
N2101,"Met en place les mesures de sécurité, de sûreté (fonctionnement des équipements de bord, ...) et de confort des passagers (accueil, prestation de services, ...) à bord des avions, selon la réglementation aéronautique et les impératifs commerciaux (qualité, délais, ...).
Peut animer une ou plusieurs équipes de Personnels Navigants Commerciaux et dispenser la formation réglementaire.
Peut effectuer des activités annexes (nettoyage de cabine, chargement de bagages, ...) en fonction du type de vol."
N2102,"Pilote un aéronef (avion, hélicoptère, ...) pour le transport de passagers, fret, sacs postaux, ... ou la réalisation d''une activité aérienne (photographie, épandage agricole, sauvetage, ...), en fonction de paramètres techniques (carburant, météo, ...), opérationnels (état de l''appareil, plan de vol, ...) et financiers, selon la réglementation aérienne et les règles de sécurité des biens et des personnes.
Peut former des pilotes au sol sur simulateur, en vol ou vérifier les connaissances techniques en vol.
Peut encadrer un équipage."
N2201,"Assiste et guide les passagers d''un vol à l''arrivée, au départ ou en correspondance pour l''enregistrement passagers/bagages, l''embarquement/débarquement, le traitement des particularités (enfants non-accompagnés, passagers manquants, aléas,...).
Agit en liaison avec les différents intervenants de l''escale, selon la réglementation du transport aérien et les objectifs commerciaux.
Peut coordonner l''activité d''une équipe d''agents d''escale."
N2202,"Coordonne, contrôle et régule le trafic d''aéronefs dans un espace aérien déterminé, sur le plan technique (données météorologiques, plan de vol, appareils de contrôle, ...) et communicationnel (échanges d''informations avec les pilotes, les centres de contrôles, ...), selon la réglementation de la navigation aérienne, les règles de sécurité du transport aérien et les impératifs qualité (sécurité, délais).
Peut exercer des fonctions d''instruction et mener des activités liées à l''exploitation d''un aérodrome (programme de sécurité, sûreté, ...).
Peut coordonner l''activité d''une équipe ou d''un service."
N2203,"Réalise le chargement/déchargement (bagages, fret, ...), l''avitaillement (énergie, air, eau) et l''assistance au déplacement des aéronefs sur les aires de circulation (réception/départ avions), selon les règles de sécurité et de sûreté aéroportuaires et les impératifs de service (coût, délais, qualité).
Peut manoeuvrer des engins particuliers (push, passerelles, véhicules légers, ...) sur les pistes d''aéroport.
Peut animer une équipe de piste."
N2204,"Coordonne et contrôle tout ou partie des opérations d''escale d''un aéronef, sur le plan technique (devis de masse et de centrage, plan de chargement, ...), opérationnel (chargement/déchargement bagages, fret, armement hôtelier, avitaillement carburant, embarquement passagers, ...) et organisationnel (intervenants de la piste, de l''escale, du contrôle de navigation, ...), selon la réglementation aéronautique et aéroportuaire, dans un objectif de qualité (service, coût, délais).
Peut préparer et organiser l''ensemble des éléments concernant un vol et son chargement (météo, plan de vol, plan de chargement,...) ou superviser l''ensemble des interventions sur piste.
Peut télépiloter un drone dans le cadre d''une activité professionnelle aérienne (observation, prises de vue, ...).
Peut animer une ou plusieurs équipes."
N2205,"Organise et supervise l''activité d''un site aéroportuaire ou d''une escale aérienne sur le plan technique (maintenance, avitaillement, fret, ...), commercial (assistance en escale des passagers, enregistrement, ...), humaine (gestion des équipes d''escale, sous-traitants, ...) et financier (suivi d''activité, ...), selon les règles de sûreté et de sécurité aéroportuaires et aéronautiques et les objectifs d''optimisation et de développement économique (qualité, coût, délais).
Dirige tout ou partie des équipes (techniciens d''exploitation, personnel administratif et commercial, ...)."
